state,dateweek,candidate_name,pct_estimate_mean,pct_trend_adjusted_mean
Nevada,10,Joseph R. Biden Jr.,46.85330571428572,46.817815714285715
National,10,Joseph R. Biden Jr.,49.8681657142857,49.932178571428565
Montana,10,Joseph R. Biden Jr.,33.899721428571425,33.90974857142857
Missouri,10,Joseph R. Biden Jr.,42.615367142857146,42.508114285714285
Mississippi,10,Joseph R. Biden Jr.,41.74708428571428,41.72884285714286
Michigan,10,Joseph R. Biden Jr.,47.21164,47.188978571428564
Maryland,10,Joseph R. Biden Jr.,59.99970571428572,60.100658571428575
Maine,10,Joseph R. Biden Jr.,52.32352666666666,52.30200166666666
Kansas,10,Joseph R. Biden Jr.,44.300632857142865,44.22278428571428
Iowa,10,Joseph R. Biden Jr.,44.54338857142857,44.45399428571428
Georgia,10,Joseph R. Biden Jr.,45.35370999999999,45.268635714285715
Florida,10,Joseph R. Biden Jr.,49.33204571428571,49.51591857142858
Delaware,10,Joseph R. Biden Jr.,55.89970142857142,55.748697142857154
Connecticut,10,Joseph R. Biden Jr.,53.01228857142858,53.91134571428572
Colorado,10,Joseph R. Biden Jr.,46.78100857142857,46.89517714285715
California,10,Joseph R. Biden Jr.,59.71376571428572,59.81476857142858
Arizona,10,Joseph R. Biden Jr.,45.99390857142857,46.077375714285715
Alabama,10,Joseph R. Biden Jr.,38.45322142857143,38.45881714285714
Wisconsin,10,Donald Trump,46.16869857142858,46.221448571428574
West Virginia,10,Donald Trump,66.0030157142857,66.44897142857143
Washington,10,Donald Trump,35.30318666666667,35.354463333333335
Virginia,10,Donald Trump,42.62405857142857,42.88431571428571
Utah,10,Donald Trump,50.85179,50.872614285714285
Texas,10,Donald Trump,48.91919142857143,48.93696571428571
Tennessee,10,Donald Trump,56.25383857142857,56.08355714285715
South Carolina,10,Donald Trump,51.126018571428574,51.00125857142857
Pennsylvania,10,Donald Trump,45.08378428571428,45.09562714285715
Oklahoma,10,Donald Trump,62.802081428571434,62.603548571428576
North Dakota,10,Donald Trump,56.46610285714286,56.38325
North Carolina,10,Donald Trump,45.98674,46.204081428571435
New York,10,Donald Trump,37.255965714285715,36.88664
New Mexico,10,Donald Trump,46.503045714285726,47.17581142857142
New Jersey,10,Donald Trump,36.24646857142857,35.713455714285715
New Hampshire,10,Donald Trump,45.691744285714286,45.902121428571434
Nevada,10,Donald Trump,41.151048571428575,41.8282
National,10,Donald Trump,45.46134857142857,45.29995428571427
Montana,10,Donald Trump,56.20022571428571,55.98490714285714
Missouri,10,Donald Trump,50.768415714285716,50.815574285714284
Mississippi,10,Donald Trump,57.24989142857144,57.206388571428576
Michigan,10,Donald Trump,44.25320285714286,44.295771428571435
Maryland,10,Donald Trump,35.000212857142856,34.615162857142856
Maine,10,Donald Trump,42.64313666666667,42.61655833333334
Kansas,10,Donald Trump,52.48884714285714,52.15495142857143
Iowa,10,Donald Trump,48.999994285714294,49.34722
Georgia,10,Donald Trump,48.04568428571429,48.85071285714286
Florida,10,Donald Trump,47.60782714285715,47.792677142857144
Delaware,10,Donald Trump,40.200219999999995,40.34425
Connecticut,10,Donald Trump,33.67887142857143,34.54223428571429
Colorado,10,Donald Trump,44.30760142857143,43.88992285714285
California,10,Donald Trump,33.273669999999996,33.05141
Arizona,10,Donald Trump,47.166795714285705,47.303692857142856
Alabama,10,Donald Trump,59.166518571428576,59.153211428571424
Wisconsin,11,Joseph R. Biden Jr.,45.615112857142854,45.61745857142857
West Virginia,11,Joseph R. Biden Jr.,31.018790000000003,30.90880571428571
Washington,11,Joseph R. Biden Jr.,57.65662285714286,57.599654285714294
Virginia,11,Joseph R. Biden Jr.,47.886652857142856,48.18957857142857
Utah,11,Joseph R. Biden Jr.,32.79242428571428,32.859782857142854
Texas,11,Joseph R. Biden Jr.,45.39392,45.484588571428574
Tennessee,11,Joseph R. Biden Jr.,39.75315714285715,39.72842571428571
South Carolina,11,Joseph R. Biden Jr.,41.69219285714286,41.72196
Pennsylvania,11,Joseph R. Biden Jr.,47.43682714285715,47.444782857142854
Oklahoma,11,Joseph R. Biden Jr.,33.84139714285714,33.8548
Ohio,11,Joseph R. Biden Jr.,49.672670000000004,49.648103333333324
North Dakota,11,Joseph R. Biden Jr.,37.99514571428572,37.95093285714285
North Carolina,11,Joseph R. Biden Jr.,48.75464,48.76717285714285
New York,11,Joseph R. Biden Jr.,55.76902571428572,55.95084571428571
New Mexico,11,Joseph R. Biden Jr.,54.97604714285715,55.43956428571429
New Jersey,11,Joseph R. Biden Jr.,53.772490000000005,53.95295857142857
New Hampshire,11,Joseph R. Biden Jr.,48.12615142857144,47.825678571428575
Nevada,11,Joseph R. Biden Jr.,46.87091285714286,46.97183714285715
National,11,Joseph R. Biden Jr.,50.17857142857144,50.202358571428576
Montana,11,Joseph R. Biden Jr.,33.91439857142857,33.973231428571424
Missouri,11,Joseph R. Biden Jr.,42.63100142857143,42.59847428571429
Mississippi,11,Joseph R. Biden Jr.,41.76082714285714,41.7629
Michigan,11,Joseph R. Biden Jr.,46.93720714285714,46.92495
Maryland,11,Joseph R. Biden Jr.,60.015028571428566,60.16614428571428
Maine,11,Joseph R. Biden Jr.,52.33798285714287,52.291182857142864
Kansas,11,Joseph R. Biden Jr.,42.24584142857143,42.15213714285714
Iowa,11,Joseph R. Biden Jr.,43.96498285714286,43.92506857142856
Georgia,11,Joseph R. Biden Jr.,45.37013285714285,45.34616142857142
Florida,11,Joseph R. Biden Jr.,48.862968571428574,49.05388142857142
Delaware,11,Joseph R. Biden Jr.,55.91528857142857,55.881541428571424
Connecticut,11,Joseph R. Biden Jr.,53.10313285714285,53.776381428571426
Colorado,11,Joseph R. Biden Jr.,46.80475428571429,47.00856142857143
California,11,Joseph R. Biden Jr.,59.73934571428571,59.89854714285714
Arizona,11,Joseph R. Biden Jr.,47.19809142857143,47.27230428571428
Alabama,11,Joseph R. Biden Jr.,38.46799142857143,38.53216
Wisconsin,11,Donald Trump,45.90307285714285,45.41253571428571
West Virginia,11,Donald Trump,65.99067714285714,65.90438142857144
Washington,11,Donald Trump,35.29313571428571,35.084408571428575
Virginia,11,Donald Trump,42.61143714285714,42.23459857142858
Utah,11,Donald Trump,50.840349999999994,50.23358857142858
Texas,11,Donald Trump,48.9047,48.331708571428564
Tennessee,11,Donald Trump,56.245542857142866,55.54313285714286
South Carolina,11,Donald Trump,51.10331,50.616992857142854
Pennsylvania,11,Donald Trump,44.25425714285715,43.66696285714285
Oklahoma,11,Donald Trump,60.026678571428576,59.62433857142857
Ohio,11,Donald Trump,46.314906666666666,46.275983333333336
North Dakota,11,Donald Trump,56.05375857142857,55.58254428571428
North Carolina,11,Donald Trump,45.972820000000006,45.67388142857143
New York,11,Donald Trump,37.24331142857143,36.19537142857143
New Mexico,11,Donald Trump,46.492740000000005,46.25582571428571
New Jersey,11,Donald Trump,36.233909999999995,34.956184285714286
New Hampshire,11,Donald Trump,45.67631,45.15605571428572
Nevada,11,Donald Trump,41.135108571428574,41.00785285714286
National,11,Donald Trump,44.688367142857146,44.32509428571429
Montana,11,Donald Trump,56.187148571428565,55.481284285714295
Missouri,11,Donald Trump,50.75520857142857,50.23273857142857
Mississippi,11,Donald Trump,57.24162142857143,56.967859999999995
Michigan,11,Donald Trump,44.03261142857143,43.67406428571429
Maryland,11,Donald Trump,34.98777571428572,33.97580571428571
Maine,11,Donald Trump,42.624832857142856,42.30466285714285
Kansas,11,Donald Trump,52.56528142857143,52.07527714285715
Iowa,11,Donald Trump,49.375791428571425,49.15480142857143
Georgia,11,Donald Trump,48.03270714285715,48.36149714285714
Florida,11,Donald Trump,48.49071857142858,48.09209428571429
Delaware,11,Donald Trump,40.18734428571429,39.56019285714285
Connecticut,11,Donald Trump,34.69891428571429,34.52970142857142
Colorado,11,Donald Trump,44.289657142857145,43.038047142857145
California,11,Donald Trump,33.26096714285714,32.61039714285714
Arizona,11,Donald Trump,46.195870000000006,45.82761
Alabama,11,Donald Trump,59.154855714285716,58.72559428571429
Wisconsin,12,Joseph R. Biden Jr.,45.98725428571429,46.09669714285713
West Virginia,12,Joseph R. Biden Jr.,31.011860000000002,31.052525714285714
Washington,12,Joseph R. Biden Jr.,57.64447,57.74139714285714
Virginia,12,Joseph R. Biden Jr.,47.878817142857145,48.33468571428572
Utah,12,Joseph R. Biden Jr.,32.84435428571429,33.05971571428572
Texas,12,Joseph R. Biden Jr.,45.389045714285714,45.59426428571429
Tennessee,12,Joseph R. Biden Jr.,39.741170000000004,39.85033
South Carolina,12,Joseph R. Biden Jr.,41.69081,41.81898571428571
Pennsylvania,12,Joseph R. Biden Jr.,47.41936285714286,47.55295285714285
Oklahoma,12,Joseph R. Biden Jr.,33.83445714285715,33.94322714285714
Ohio,12,Joseph R. Biden Jr.,49.67572857142858,49.64460714285714
North Dakota,12,Joseph R. Biden Jr.,37.979969999999994,38.09610285714286
North Carolina,12,Joseph R. Biden Jr.,48.747794285714285,48.88081
New York,12,Joseph R. Biden Jr.,55.76173000000001,56.075584285714285
New Mexico,12,Joseph R. Biden Jr.,54.93774142857142,55.59353857142857
New Jersey,12,Joseph R. Biden Jr.,53.76515428571429,54.08873571428571
New Hampshire,12,Joseph R. Biden Jr.,48.11975285714285,48.04580571428572
Nevada,12,Joseph R. Biden Jr.,46.86434142857143,47.12020714285713
National,12,Joseph R. Biden Jr.,50.52153285714286,50.54594142857143
Montana,12,Joseph R. Biden Jr.,33.90752714285715,34.12866714285714
Missouri,12,Joseph R. Biden Jr.,42.62362714285713,42.76114428571428
Mississippi,12,Joseph R. Biden Jr.,41.74871714285714,41.82320571428572
Michigan,12,Joseph R. Biden Jr.,47.58074285714285,47.64404571428572
Maryland,12,Joseph R. Biden Jr.,60.00785571428571,60.28627857142857
Maine,12,Joseph R. Biden Jr.,52.33532142857143,52.44518285714285
Kansas,12,Joseph R. Biden Jr.,41.40888285714286,41.34198285714285
Iowa,12,Joseph R. Biden Jr.,43.95548428571429,44.11490571428572
Georgia,12,Joseph R. Biden Jr.,45.361701428571436,45.44436142857143
Florida,12,Joseph R. Biden Jr.,47.995514285714286,48.108897142857145
Delaware,12,Joseph R. Biden Jr.,55.90799428571429,56.047357142857145
Connecticut,12,Joseph R. Biden Jr.,53.151785714285715,53.728671428571424
Colorado,12,Joseph R. Biden Jr.,46.80043,47.195312857142866
California,12,Joseph R. Biden Jr.,59.740454285714286,60.012442857142865
Arizona,12,Joseph R. Biden Jr.,47.818690000000004,47.82543571428572
Alabama,12,Joseph R. Biden Jr.,38.45957,38.627491428571425
Wisconsin,12,Donald Trump,46.20826142857144,45.69772714285715
West Virginia,12,Donald Trump,66.02444285714286,65.8441957142857
Washington,12,Donald Trump,35.33336714285714,34.853407142857144
Virginia,12,Donald Trump,42.64677428571429,42.12936857142858
Utah,12,Donald Trump,50.88033571428571,50.14073714285714
Texas,12,Donald Trump,48.941402857142855,48.23084714285715
Tennessee,12,Donald Trump,56.280262857142866,55.495595714285706
South Carolina,12,Donald Trump,51.14291285714285,50.57859
Pennsylvania,12,Donald Trump,44.568711428571426,43.885181428571435
Oklahoma,12,Donald Trump,60.06166999999999,59.53959285714286
Ohio,12,Donald Trump,46.312082857142855,46.17672142857142
North Dakota,12,Donald Trump,56.089981428571434,55.530379999999994
North Carolina,12,Donald Trump,46.00696428571428,45.60332142857143
New York,12,Donald Trump,37.27764142857142,36.1042
New Mexico,12,Donald Trump,46.514052857142865,46.11161714285714
New Jersey,12,Donald Trump,36.26799142857143,34.888827142857146
New Hampshire,12,Donald Trump,45.70944857142856,45.12187857142857
Nevada,12,Donald Trump,41.175238571428565,40.893341428571425
National,12,Donald Trump,44.307275714285716,44.02121
Montana,12,Donald Trump,56.22261428571429,55.464780000000005
Missouri,12,Donald Trump,50.79116714285715,50.161699999999996
Mississippi,12,Donald Trump,57.27622428571429,56.91629857142857
Michigan,12,Donald Trump,43.92662857142857,43.58242714285715
Maryland,12,Donald Trump,35.02152285714286,33.91281285714286
Maine,12,Donald Trump,42.66273999999999,42.21292428571428
Kansas,12,Donald Trump,52.635191428571424,52.265682857142856
Iowa,12,Donald Trump,49.40992142857142,49.09677
Georgia,12,Donald Trump,48.06959571428571,48.28603285714286
Florida,12,Donald Trump,48.36093571428571,47.92937
Delaware,12,Donald Trump,40.22228142857143,39.46031714285714
Connecticut,12,Donald Trump,35.50194285714286,35.12120285714286
Colorado,12,Donald Trump,44.324105714285714,42.94126714285714
California,12,Donald Trump,33.29701,32.54493
Arizona,12,Donald Trump,45.95904714285714,45.70211428571429
Alabama,12,Donald Trump,59.189748571428574,58.69834285714285
Wisconsin,13,Joseph R. Biden Jr.,46.280835714285715,46.237880000000004
West Virginia,13,Joseph R. Biden Jr.,31.007041428571426,30.899651428571424
Washington,13,Joseph R. Biden Jr.,57.639515714285714,57.56017285714285
Virginia,13,Joseph R. Biden Jr.,47.87361857142857,48.098044285714295
Utah,13,Joseph R. Biden Jr.,32.853405714285714,32.867537142857145
Texas,13,Joseph R. Biden Jr.,45.382194285714284,45.37156285714286
Tennessee,13,Joseph R. Biden Jr.,39.735597142857145,39.699867142857144
South Carolina,13,Joseph R. Biden Jr.,41.68515571428571,41.68849
Pennsylvania,13,Joseph R. Biden Jr.,47.15944714285714,47.12858857142857
Oklahoma,13,Joseph R. Biden Jr.,33.82964571428571,33.820271428571424
Ohio,13,Joseph R. Biden Jr.,48.66692,48.63574571428571
North Dakota,13,Joseph R. Biden Jr.,37.97499571428572,37.97754714285714
North Carolina,13,Joseph R. Biden Jr.,48.73999285714286,48.69057285714286
New York,13,Joseph R. Biden Jr.,56.62044428571429,56.647029999999994
New Mexico,13,Joseph R. Biden Jr.,54.901245714285714,55.29189571428571
New Jersey,13,Joseph R. Biden Jr.,53.76007857142856,53.80629428571428
New Hampshire,13,Joseph R. Biden Jr.,48.11234571428571,47.85206
Nevada,13,Joseph R. Biden Jr.,46.86015428571428,46.84961714285714
National,13,Joseph R. Biden Jr.,50.07463428571429,49.99406714285714
Montana,13,Joseph R. Biden Jr.,33.90277,33.97864142857143
Missouri,13,Joseph R. Biden Jr.,42.61850857142857,42.582229999999996
Mississippi,13,Joseph R. Biden Jr.,41.74309571428571,41.71177857142857
Michigan,13,Joseph R. Biden Jr.,47.390362857142854,47.323927142857144
Maryland,13,Joseph R. Biden Jr.,60.002889999999994,60.05019285714286
Maine,13,Joseph R. Biden Jr.,52.32581428571429,52.29936571428572
Kansas,13,Joseph R. Biden Jr.,41.39821,41.199801428571426
Iowa,13,Joseph R. Biden Jr.,43.947492857142855,43.96903857142858
Georgia,13,Joseph R. Biden Jr.,45.356548571428576,45.27287142857143
Florida,13,Joseph R. Biden Jr.,47.990081428571436,47.93832428571428
Delaware,13,Joseph R. Biden Jr.,55.90294285714286,55.802705714285715
Connecticut,13,Joseph R. Biden Jr.,53.131187142857144,53.47118
Colorado,13,Joseph R. Biden Jr.,46.79479285714285,46.87611857142857
California,13,Joseph R. Biden Jr.,60.00283428571429,60.154362857142864
Arizona,13,Joseph R. Biden Jr.,47.81202428571429,47.69567142857143
Alabama,13,Joseph R. Biden Jr.,38.45446285714286,38.492152857142855
Wisconsin,13,Donald Trump,46.314342857142854,45.79016428571429
West Virginia,13,Donald Trump,66.02665714285715,65.48445285714287
Washington,13,Donald Trump,35.32837428571428,34.40559
Virginia,13,Donald Trump,42.64921285714286,41.69757142857143
Utah,13,Donald Trump,50.88939285714285,49.70186857142858
Texas,13,Donald Trump,48.945272857142854,47.80583571428572
Tennessee,13,Donald Trump,56.28221428571429,55.175147142857135
South Carolina,13,Donald Trump,51.14420714285715,50.30659142857143
Pennsylvania,13,Donald Trump,45.517554285714276,44.730072857142865
Oklahoma,13,Donald Trump,60.06412571428571,59.2553
Ohio,13,Donald Trump,46.69965285714285,46.422371428571424
North Dakota,13,Donald Trump,56.092034285714284,55.228587142857144
North Carolina,13,Donald Trump,46.01105428571429,45.27162142857143
New York,13,Donald Trump,36.405058571428576,35.260422857142856
New Mexico,13,Donald Trump,46.49127714285714,45.52149285714286
New Jersey,13,Donald Trump,36.270447142857144,34.42639142857142
New Hampshire,13,Donald Trump,45.70960428571429,44.752281428571436
Nevada,13,Donald Trump,41.18387428571429,40.381434285714285
National,13,Donald Trump,43.77207142857143,43.55498285714287
Montana,13,Donald Trump,56.22516857142857,55.21369571428572
Missouri,13,Donald Trump,50.79365857142857,49.78838285714285
Mississippi,13,Donald Trump,57.278167142857136,56.68088
Michigan,13,Donald Trump,43.57910142857143,43.11844142857143
Maryland,13,Donald Trump,35.02395714285715,33.535498571428576
Maine,13,Donald Trump,42.66935285714286,41.93033142857143
Kansas,13,Donald Trump,52.652587142857136,52.065781428571434
Iowa,13,Donald Trump,49.40990857142857,48.74632714285715
Georgia,13,Donald Trump,48.07073857142857,47.94867428571429
Florida,13,Donald Trump,48.36278285714286,47.582811428571425
Delaware,13,Donald Trump,40.224802857142855,38.99077571428571
Connecticut,13,Donald Trump,35.5531,34.714975714285714
Colorado,13,Donald Trump,44.32614285714286,42.42610428571429
California,13,Donald Trump,33.202577142857145,32.14140571428572
Arizona,13,Donald Trump,45.95858428571428,45.45590285714285
Alabama,13,Donald Trump,59.19208857142856,58.43068142857144
Wisconsin,14,Joseph R. Biden Jr.,46.64758714285715,46.29625285714285
West Virginia,14,Joseph R. Biden Jr.,31.00054,30.530225714285713
Washington,14,Joseph R. Biden Jr.,57.64475857142856,56.94260714285715
Virginia,14,Joseph R. Biden Jr.,47.866368571428566,47.527207142857144
Utah,14,Joseph R. Biden Jr.,37.63133,37.38757285714286
Texas,14,Joseph R. Biden Jr.,45.37504571428571,44.82569571428571
Tennessee,14,Joseph R. Biden Jr.,39.727645714285714,39.33720571428572
South Carolina,14,Joseph R. Biden Jr.,41.678418571428566,41.37055285714286
Pennsylvania,14,Joseph R. Biden Jr.,47.06968142857143,46.60001714285714
Oklahoma,14,Joseph R. Biden Jr.,33.82295428571429,33.45167142857143
Ohio,14,Joseph R. Biden Jr.,48.25884142857142,47.853770000000004
North Dakota,14,Joseph R. Biden Jr.,37.96787142857143,37.63036
North Carolina,14,Joseph R. Biden Jr.,48.73276714285714,48.260037142857136
New York,14,Joseph R. Biden Jr.,57.261175714285706,56.97069285714286
New Mexico,14,Joseph R. Biden Jr.,54.88812571428572,54.64842142857143
New Jersey,14,Joseph R. Biden Jr.,53.75292714285715,53.239602857142856
New Hampshire,14,Joseph R. Biden Jr.,48.10481142857144,47.39215714285714
Nevada,14,Joseph R. Biden Jr.,46.851620000000004,46.22945285714286
National,14,Joseph R. Biden Jr.,49.34838714285714,49.083107142857145
Montana,14,Joseph R. Biden Jr.,33.89607,33.65735714285715
Missouri,14,Joseph R. Biden Jr.,42.61143571428572,42.14691142857142
Mississippi,14,Joseph R. Biden Jr.,41.73505999999999,41.43016571428571
Michigan,14,Joseph R. Biden Jr.,47.44904571428572,47.07619142857142
Maryland,14,Joseph R. Biden Jr.,59.99589857142856,59.57457142857144
Maine,14,Joseph R. Biden Jr.,52.26376428571428,51.793951428571425
Kansas,14,Joseph R. Biden Jr.,41.37327428571428,40.72526857142857
Iowa,14,Joseph R. Biden Jr.,43.94021142857143,43.57446857142857
Georgia,14,Joseph R. Biden Jr.,45.62471142857142,45.244455714285714
Florida,14,Joseph R. Biden Jr.,47.849532857142854,47.33149428571428
Delaware,14,Joseph R. Biden Jr.,55.895828571428574,55.217638571428566
Connecticut,14,Joseph R. Biden Jr.,52.366958571428576,52.10227428571428
Colorado,14,Joseph R. Biden Jr.,46.78801285714286,46.16713428571428
California,14,Joseph R. Biden Jr.,61.57421714285715,61.74296857142857
Arizona,14,Joseph R. Biden Jr.,47.80137285714285,47.16193428571428
Alabama,14,Joseph R. Biden Jr.,38.447274285714286,38.184328571428566
Wisconsin,14,Donald Trump,46.20019,45.60385714285714
West Virginia,14,Donald Trump,66.01726428571428,65.21910999999999
Washington,14,Donald Trump,35.30965142857143,34.08743571428572
Virginia,14,Donald Trump,42.638941428571435,41.390005714285714
Utah,14,Donald Trump,47.98876428571429,47.237542857142856
Texas,14,Donald Trump,48.935295714285715,47.49921571428571
Tennessee,14,Donald Trump,56.26852428571429,54.949007142857134
South Carolina,14,Donald Trump,51.13229857142857,50.111982857142856
Pennsylvania,14,Donald Trump,45.61548142857142,44.64391857142857
Oklahoma,14,Donald Trump,60.054278571428576,59.05335571428571
Ohio,14,Donald Trump,46.844955714285724,46.37681428571428
North Dakota,14,Donald Trump,56.082158571428565,55.02884142857142
North Carolina,14,Donald Trump,46.00061857142857,45.021542857142855
New York,14,Donald Trump,35.73912285714285,34.680774285714286
New Mexico,14,Donald Trump,46.47781285714286,45.13067857142857
New Jersey,14,Donald Trump,36.260801428571426,34.05251142857143
New Hampshire,14,Donald Trump,45.69877142857143,44.498015714285714
Nevada,14,Donald Trump,41.17373,40.01131142857143
National,14,Donald Trump,43.271562857142854,43.090472857142856
Montana,14,Donald Trump,56.215135714285715,55.06202285714286
Missouri,14,Donald Trump,50.783562857142854,49.54824428571429
Mississippi,14,Donald Trump,57.26452428571429,56.50788142857142
Michigan,14,Donald Trump,44.065580000000004,43.56816285714286
Maryland,14,Donald Trump,35.01440571428572,33.234277142857145
Maine,14,Donald Trump,42.67895285714285,41.76837285714286
Kansas,14,Donald Trump,52.646728571428575,51.83708000000001
Iowa,14,Donald Trump,49.40443,48.52554142857143
Georgia,14,Donald Trump,47.759655714285714,47.45556285714286
Florida,14,Donald Trump,47.47677714285714,46.50998714285714
Delaware,14,Donald Trump,40.21491428571428,38.67008714285714
Connecticut,14,Donald Trump,35.53373857142857,34.52381285714286
Colorado,14,Donald Trump,44.31769714285715,42.08177285714286
California,14,Donald Trump,32.62301285714286,31.469542857142862
Arizona,14,Donald Trump,45.94943857142857,45.15596142857142
Alabama,14,Donald Trump,59.18122,58.23241857142857
Wisconsin,15,Joseph R. Biden Jr.,46.79691428571429,46.08792142857143
West Virginia,15,Joseph R. Biden Jr.,31.043498571428568,30.224505714285716
Washington,15,Joseph R. Biden Jr.,56.30784714285715,55.388098571428564
Virginia,15,Joseph R. Biden Jr.,48.75660857142857,48.06471571428572
Utah,15,Joseph R. Biden Jr.,37.67604142857142,36.976234285714284
Texas,15,Joseph R. Biden Jr.,45.417728571428576,44.40448142857144
Tennessee,15,Joseph R. Biden Jr.,39.764807142857144,38.90839142857143
South Carolina,15,Joseph R. Biden Jr.,41.72370142857143,40.965827142857144
Pennsylvania,15,Joseph R. Biden Jr.,47.10900857142857,46.199355714285716
Oklahoma,15,Joseph R. Biden Jr.,33.867375714285714,33.10601428571429
Ohio,15,Joseph R. Biden Jr.,48.305562857142846,47.49821714285714
